32368642.extern|extern|COMPLETED|272|00:04:32|256K|2
32368643|bsk-baseline-mc|COMPLETED|266|00:04:26||2
32368643.batch|batch|COMPLETED|266|00:04:26|1869364K|2
32368643.extern|extern|COMPLETED|266|00:04:26|256K|2
32368690|bsk-baseline-mc|COMPLETED|205|00:03:25||2
32368690.batch|batch|COMPLETED|205|00:03:25|1863844K|2
32368690.extern|extern|COMPLETED|205|00:03:25|0|2
32368691|bsk-baseline-mc|COMPLETED|219|00:03:39||2
32368691.batch|batch|COMPLETED|219|00:03:39|1870428K|2
32368691.extern|extern|COMPLETED|219|00:03:39|0|2
32368696|bsk-baseline-mc|COMPLETED|206|00:03:26||2
32368696.batch|batch|COMPLETED|206|00:03:26|1867308K|2
32368696.extern|extern|COMPLETED|206|00:03:26|0|2
32368697|bsk-baseline-mc|COMPLETED|271|00:04:31||2
32368697.batch|batch|COMPLETED|271|00:04:31|1866956K|2
32368697.extern|extern|COMPLETED|271|00:04:31|256K|2
32368734|bsk-baseline-mc|COMPLETED|338|00:05:38||2
32368734.batch|batch|COMPLETED|338|00:05:38|2192772K|2
32368734.extern|extern|COMPLETED|338|00:05:38|256K|2
32368735|bsk-baseline-mc|COMPLETED|355|00:05:55||2
32368735.batch|batch|COMPLETED|355|00:05:55|1793576K|2
32368735.extern|extern|COMPLETED|355|00:05:55|256K|2
32368736|bsk-baseline-mc|COMPLETED|233|00:03:53||2
32368736.batch|batch|COMPLETED|233|00:03:53|1868708K|2
32368736.extern|extern|COMPLETED|233|00:03:53|256K|2
32368738|bsk-baseline-mc|COMPLETED|183|00:03:03||2
32368738.batch|batch|COMPLETED|183|00:03:03|1870320K|2
32368738.extern|extern|COMPLETED|183|00:03:03|0|2
32368739|bsk-baseline-mc|COMPLETED|237|00:03:57||2
32368739.batch|batch|COMPLETED|237|00:03:57|1872180K|2
32368739.extern|extern|COMPLETED|237|00:03:57|0|2
32368740|bsk-baseline-mc|COMPLETED|288|00:04:48||2
32368740.batch|batch|COMPLETED|288|00:04:48|1869360K|2
32368740.extern|extern|COMPLETED|288|00:04:48|256K|2
32368754|bsk-baseline-mc|COMPLETED|235|00:03:55||2
32368754.batch|batch|COMPLETED|235|00:03:55|1865592K|2
32368754.extern|extern|COMPLETED|235|00:03:55|0|2
32368778|bsk-baseline-mc|COMPLETED|220|00:03:40||2
32368778.batch|batch|COMPLETED|220|00:03:40|1792984K|2
32368778.extern|extern|COMPLETED|220|00:03:40|256K|2
32368829|bsk-baseline-mc|COMPLETED|184|00:03:04||2
32368829.batch|batch|COMPLETED|184|00:03:04|1868036K|2
32368829.extern|extern|COMPLETED|184|00:03:04|0|2
32368830|bsk-baseline-mc|COMPLETED|205|00:03:25||2
32368830.batch|batch|COMPLETED|205|00:03:25|2183508K|2
32368830.extern|extern|COMPLETED|205|00:03:25|256K|2
32368837|bsk-baseline-mc|COMPLETED|217|00:03:37||2
32368837.batch|batch|COMPLETED|217|00:03:37|1869696K|2
32368837.extern|extern|COMPLETED|217|00:03:37|0|2
32368839|bsk-baseline-mc|COMPLETED|208|00:03:28||2
32368839.batch|batch|COMPLETED|208|00:03:28|1867456K|2
32368839.extern|extern|COMPLETED|208|00:03:28|0|2
32368840|bsk-baseline-mc|COMPLETED|260|00:04:20||2
32368840.batch|batch|COMPLETED|260|00:04:20|1866560K|2
32368840.extern|extern|COMPLETED|260|00:04:20|256K|2
32368845|bsk-baseline-mc|COMPLETED|256|00:04:16||2
32368845.batch|batch|COMPLETED|256|00:04:16|1864948K|2
32368845.extern|extern|COMPLETED|256|00:04:16|256K|2
32368846|bsk-baseline-mc|COMPLETED|270|00:04:30||2
32368846.batch|batch|COMPLETED|270|00:04:30|1865932K|2
32368846.extern|extern|COMPLETED|270|00:04:30|256K|2
32368847|bsk-baseline-mc|COMPLETED|268|00:04:28||2
32368847.batch|batch|COMPLETED|268|00:04:28|1866396K|2
